	PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
610	Terry Taylor	IND	IND vs. DET	10/22/2022	W	20	0	0	3	0.0	0	1	0.0	0	0	-	1	1	2	2	0	1	0	0	10	8.4
611	Cade Cunningham	DET	DET @ IND	10/22/2022	L	33	22	8	19	42.1	4	8	50.0	2	2	100	2	2	4	4	1	0	2	3	4	33.8
612	Saddiq Bey	DET	DET @ IND	10/22/2022	L	36	20	5	16	31.3	2	8	25.0	8	8	100	4	7	11	3	1	0	1	1	5	39.7
613	Chris Duarte	IND	IND vs. DET	10/22/2022	W	21	9	3	14	21.4	1	7	14.3	2	2	100	0	2	2	2	0	1	1	3	13	16.4
614	Isaiah Livers	DET	DET @ IND	10/22/2022	L	16	8	3	6	50.0	2	3	66.7	0	0	-	0	2	2	0	2	0	3	3	-12	13.4
615	Jalen Duren	DET	DET @ IND	10/22/2022	L	18	6	3	3	100	0	0	-	0	0	-	2	1	3	0	0	2	0	0	-8	15.6
616	James Harden	PHI	PHI vs. SAS	10/22/2022	L	40	12	4	18	22.2	1	6	16.7	3	4	75.0	4	5	9	12	1	2	2	3	0	47.8
617	Matisse Thybulle	PHI	PHI vs. SAS	10/22/2022	L	3	0	0	1	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-3	0.0
618	Isaiah Roby	SAS	SAS @ PHI	10/22/2022	W	14	2	1	2	50.0	0	0	-	0	0	-	2	2	4	2	1	1	0	2	7	15.8
619	Keita Bates-Diop	SAS	SAS @ PHI	10/22/2022	W	4	3	1	1	100	1	1	100	0	0	-	0	0	0	0	0	0	0	0	0	3.0
620	Montrezl Harrell	PHI	PHI vs. SAS	10/22/2022	L	9	0	0	0	-	0	0	-	0	0	-	2	0	2	0	0	0	0	0	-12	2.4
621	Gorgui Dieng	SAS	SAS @ PHI	10/22/2022	W	13	2	1	4	25.0	0	3	0.0	0	0	-	0	1	1	5	0	2	0	3	15	16.7
622	Tobias Harris	PHI	PHI vs. SAS	10/22/2022	L	36	15	6	11	54.5	3	6	50.0	0	0	-	0	4	4	2	0	0	1	2	-6	21.8
623	P.J. Tucker	PHI	PHI vs. SAS	10/22/2022	L	29	3	1	2	50.0	1	2	50.0	0	0	-	0	4	4	1	1	0	1	1	4	11.3
624	Jeremy Sochan	SAS	SAS @ PHI	10/22/2022	W	10	1	0	3	0.0	0	2	0.0	1	2	50.0	0	3	3	1	0	1	1	1	-9	8.1
625	Jakob Poeltl	SAS	SAS @ PHI	10/22/2022	W	27	13	6	9	66.7	0	0	-	1	2	50.0	7	5	12	3	0	1	1	5	0	33.9
626	Tre Jones	SAS	SAS @ PHI	10/22/2022	W	30	17	6	12	50.0	0	0	-	5	5	100	0	1	1	4	1	0	4	1	-1	23.2
627	Keldon Johnson	SAS	SAS @ PHI	10/22/2022	W	32	21	7	17	41.2	3	8	37.5	4	5	80.0	2	6	8	0	1	0	3	1	13	30.6
628	De'Anthony Melton	PHI	PHI vs. SAS	10/22/2022	L	16	0	0	3	0.0	0	2	0.0	0	0	-	0	3	3	1	2	0	0	2	-7	11.1
629	Devin Vassell	SAS	SAS @ PHI	10/22/2022	W	34	22	9	14	64.3	4	8	50.0	0	0	-	0	4	4	3	1	0	1	1	0	33.3
630	Zach Collins	SAS	SAS @ PHI	10/22/2022	W	8	3	1	1	100	1	1	100	0	0	-	1	2	3	1	0	0	1	1	-6	7.1
631	Danuel House Jr.	PHI	PHI vs. SAS	10/22/2022	L	17	2	1	2	50.0	0	1	0.0	0	0	-	2	0	2	1	0	1	2	1	-8	6.9
632	Georges Niang	PHI	PHI vs. SAS	10/22/2022	L	15	8	3	4	75.0	2	3	66.7	0	0	-	0	0	0	0	0	0	1	1	-8	7.0
633	Josh Richardson	SAS	SAS @ PHI	10/22/2022	W	21	11	4	9	44.4	2	6	33.3	1	1	100	0	1	1	3	1	0	1	2	1	18.7
634	Joel Embiid	PHI	PHI vs. SAS	10/22/2022	L	36	40	14	25	56.0	0	2	0.0	12	15	80.0	3	10	13	3	1	2	2	2	6	67.1
635	Doug McDermott	SAS	SAS @ PHI	10/22/2022	W	24	14	5	9	55.6	4	5	80.0	0	0	-	0	3	3	1	0	1	1	1	19	21.1
636	Joshua Primo	SAS	SAS @ PHI	10/22/2022	W	22	5	2	8	25.0	1	4	25.0	0	0	-	0	3	3	4	0	1	1	2	6	16.6
637	Tyrese Maxey	PHI	PHI vs. SAS	10/22/2022	L	40	25	8	18	44.4	3	8	37.5	6	9	66.7	1	2	3	6	1	0	3	3	-11	37.6
638	Chris Paul	PHX	PHX @ POR	10/21/2022	L	36	10	5	11	45.5	0	1	0.0	0	0	-	0	4	4	12	5	0	1	4	0	46.8
639	Shaedon Sharpe	POR	POR vs. PHX	10/21/2022	W	12	0	0	2	0.0	0	1	0.0	0	0	-	0	2	2	0	0	0	1	4	7	1.4
640	Cameron Johnson	PHX	PHX @ POR	10/21/2022	L	23	5	2	9	22.2	1	6	16.7	0	0	-	1	2	3	2	2	0	2	1	-5	15.6
641	Nassir Little	POR	POR vs. PHX	10/21/2022	W	13	9	4	5	80.0	1	1	100	0	0	-	1	0	1	0	1	0	0	1	4	13.2
642	Drew Eubanks	POR	POR vs. PHX	10/21/2022	W	16	5	2	3	66.7	0	0	-	1	1	100	1	4	5	0	1	0	2	0	5	12.0
643	Damian Lillard	POR	POR vs. PHX	10/21/2022	W	43	41	12	25	48.0	5	12	41.7	12	12	100	1	6	7	3	0	1	4	2	-2	52.9
644	Jerami Grant	POR	POR vs. PHX	10/21/2022	W	40	8	3	7	42.9	1	2	50.0	1	4	25.0	0	4	4	2	0	2	1	1	-4	20.8
645	Jusuf Nurkic	POR	POR vs. PHX	10/21/2022	W	35	20	6	10	60.0	0	1	0.0	8	9	88.9	4	13	17	2	1	1	3	4	0	46.4
646	Devin Booker	PHX	PHX @ POR	10/21/2022	L	44	33	11	23	47.8	3	7	42.9	8	9	88.9	0	5	5	3	1	0	2	1	-2	44.5
647	Damion Lee	PHX	PHX @ POR	10/21/2022	L	31	8	2	6	33.3	2	4	50.0	2	3	66.7	2	4	6	3	2	0	0	5	3	25.7
648	Josh Hart	POR	POR vs. PHX	10/21/2022	W	41	10	3	9	33.3	1	2	50.0	3	4	75.0	3	4	7	3	2	0	1	3	-3	27.9
649	Mikal Bridges	PHX	PHX @ POR	10/21/2022	L	38	13	6	10	60.0	0	0	-	1	2	50.0	2	5	7	6	1	0	3	4	6	30.4
650	Anfernee Simons	POR	POR vs. PHX	10/21/2022	W	42	16	5	17	29.4	2	8	25.0	4	4	100	2	1	3	3	1	0	4	1	2	23.1
651	Jock Landale	PHX	PHX @ POR	10/21/2022	L	14	6	2	5	40.0	1	2	50.0	1	2	50.0	2	2	4	0	0	0	1	4	-3	9.8
652	Deandre Ayton	PHX	PHX @ POR	10/21/2022	L	38	26	12	22	54.5	1	1	100	1	3	33.3	1	5	6	3	1	1	4	5	1	39.7
653	Josh Okogie	PHX	PHX @ POR	10/21/2022	L	14	2	1	2	50.0	0	0	-	0	0	-	1	2	3	0	1	0	0	2	-5	8.6
654	Torrey Craig	PHX	PHX @ POR	10/21/2022	L	11	3	1	3	33.3	1	3	33.3	0	0	-	0	1	1	1	1	0	1	0	-3	7.7
655	Cameron Payne	PHX	PHX @ POR	10/21/2022	L	17	5	1	3	33.3	1	3	33.3	2	2	100	0	2	2	1	0	0	2	1	-2	6.9
656	Justise Winslow	POR	POR vs. PHX	10/21/2022	W	24	4	1	4	25.0	0	2	0.0	2	2	100	1	1	2	1	2	1	2	2	1	14.9
657	Bismack Biyombo	PHX	PHX @ POR	10/21/2022	L	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0.0
658	Christian Braun	DEN	DEN @ GSW	10/21/2022	W	23	4	2	5	40.0	0	1	0.0	0	0	-	2	3	5	3	3	0	1	1	14	22.5
659	Moses Moody	GSW	GSW vs. DEN	10/21/2022	L	13	3	1	5	20.0	1	4	25.0	0	0	-	0	1	1	1	1	0	1	0	3	7.7
660	Bones Hyland	DEN	DEN @ GSW	10/21/2022	W	19	14	4	10	40.0	1	3	33.3	5	6	83.3	0	0	0	5	0	0	3	3	13	18.5
661	James Wiseman	GSW	GSW vs. DEN	10/21/2022	L	16	11	4	5	80.0	0	0	-	3	3	100	1	4	5	1	0	0	1	4	-14	17.5
662	Jordan Poole	GSW	GSW vs. DEN	10/21/2022	L	27	7	2	5	40.0	0	2	0.0	3	4	75.0	0	1	1	7	3	0	4	0	-20	23.7
663	Stephen Curry	GSW	GSW vs. DEN	10/21/2022	L	36	34	10	22	45.5	5	11	45.5	9	9	100	1	4	5	4	0	0	3	2	9	43.0
664	Klay Thompson	GSW	GSW vs. DEN	10/21/2022	L	24	16	6	14	42.9	4	10	40.0	0	0	-	1	3	4	3	0	0	4	0	9	21.3
665	Kentavious Caldwell-Pope	DEN	DEN @ GSW	10/21/2022	W	33	17	7	14	50.0	3	6	50.0	0	0	-	2	2	4	1	2	0	2	3	-10	27.3
666	Aaron Gordon	DEN	DEN @ GSW	10/21/2022	W	29	10	5	12	41.7	0	6	0.0	0	0	-	1	2	3	3	0	0	3	1	-10	15.1
667	Nikola Jokic	DEN	DEN @ GSW	10/21/2022	W	34	26	7	13	53.8	1	2	50.0	11	11	100	3	9	12	10	0	0	5	4	-3	50.4
668	Kevon Looney	GSW	GSW vs. DEN	10/21/2022	L	19	4	2	4	50.0	0	0	-	0	0	-	0	1	1	4	0	0	0	3	3	11.2
669	Davon Reed	DEN	DEN @ GSW	10/21/2022	W	11	1	0	1	0.0	0	0	-	1	2	50.0	0	2	2	1	3	0	1	1	14	12.9
670	Bruce Brown	DEN	DEN @ GSW	10/21/2022	W	31	20	8	10	80.0	3	4	75.0	1	2	50.0	0	1	1	5	1	0	3	2	-8	28.7
671	Donte DiVincenzo	GSW	GSW vs. DEN	10/21/2022	L	10	3	1	3	33.3	1	3	33.3	0	0	-	0	0	0	0	0	0	0	2	-13	3.0
672	Michael Porter Jr.	DEN	DEN @ GSW	10/21/2022	W	28	17	6	12	50.0	5	10	50.0	0	0	-	0	6	6	1	1	1	0	5	-7	31.7
673	Jonathan Kuminga	GSW	GSW vs. DEN	10/21/2022	L	8	4	2	2	100	0	0	-	0	0	-	0	2	2	0	0	0	2	1	-10	4.4
674	Jeff Green	DEN	DEN @ GSW	10/21/2022	W	19	10	3	5	60.0	2	2	100	2	2	100	1	2	3	1	0	0	0	1	14	15.1
675	DeAndre Jordan	DEN	DEN @ GSW	10/21/2022	W	14	9	4	4	100	0	0	-	1	2	50.0	3	2	5	0	0	1	2	1	8	16.0
676	JaMychal Green	GSW	GSW vs. DEN	10/21/2022	L	24	5	2	5	40.0	1	3	33.3	0	0	-	1	4	5	2	1	0	2	3	-10	15.0
677	Andrew Wiggins	GSW	GSW vs. DEN	10/21/2022	L	37	23	8	17	47.1	2	8	25.0	5	7	71.4	3	5	8	3	3	1	0	2	7	49.1
678	Draymond Green	GSW	GSW vs. DEN	10/21/2022	L	27	13	4	6	66.7	1	3	33.3	4	4	100	0	3	3	9	2	2	1	6	11	41.1
679	Karl-Anthony Towns	MIN	MIN vs. UTA	10/21/2022	L	33	27	9	25	36.0	2	6	33.3	7	8	87.5	4	4	8	2	0	0	5	5	-3	34.6
680	D'Angelo Russell	MIN	MIN vs. UTA	10/21/2022	L	39	23	8	17	47.1	3	8	37.5	4	4	100	1	4	5	7	2	1	3	0	-7	45.5
681	Walker Kessler	UTA	UTA @ MIN	10/21/2022	W	18	6	2	3	66.7	0	0	-	2	3	66.7	3	2	5	2	0	4	1	1	-3	26.0
682	Mike Conley	UTA	UTA @ MIN	10/21/2022	W	36	12	4	15	26.7	3	9	33.3	1	2	50.0	1	2	3	11	2	0	1	5	13	37.1
683	Rudy Gobert	MIN	MIN vs. UTA	10/21/2022	L	38	9	4	10	40.0	0	0	-	1	3	33.3	10	13	23	0	1	2	4	3	-9	41.6
684	Jordan Clarkson	UTA	UTA @ MIN	10/21/2022	W	35	29	10	17	58.8	7	12	58.3	2	2	100	2	3	5	6	0	1	2	1	8	45.0
685	Lauri Markkanen	UTA	UTA @ MIN	10/21/2022	W	39	24	10	23	43.5	2	10	20.0	2	2	100	5	8	13	5	0	1	1	1	7	49.1
686	Jaden McDaniels	MIN	MIN vs. UTA	10/21/2022	L	39	10	4	7	57.1	0	1	0.0	2	2	100	1	3	4	0	0	1	0	3	-19	17.8
687	Jarred Vanderbilt	UTA	UTA @ MIN	10/21/2022	W	25	4	2	5	40.0	0	0	-	0	2	0.0	4	10	14	4	4	0	3	5	12	35.8
688	Anthony Edwards	MIN	MIN vs. UTA	10/21/2022	L	41	30	12	23	52.2	3	9	33.3	3	5	60.0	1	4	5	2	0	1	5	0	-6	37.0
689	Malik Beasley	UTA	UTA @ MIN	10/21/2022	W	30	15	6	16	37.5	3	9	33.3	0	0	-	0	3	3	1	0	0	0	0	-1	20.1
690	Naz Reid	MIN	MIN vs. UTA	10/21/2022	L	9	0	0	3	0.0	0	1	0.0	0	0	-	1	1	2	1	1	2	1	2	-1	11.9
691	Jaylen Nowell	MIN	MIN vs. UTA	10/21/2022	L	20	18	8	14	57.1	2	5	40.0	0	1	0.0	1	1	2	3	1	0	0	4	7	27.9
692	Talen Horton-Tucker	UTA	UTA @ MIN	10/21/2022	W	14	8	4	8	50.0	0	2	0.0	0	0	-	1	1	2	2	1	0	0	2	-3	16.4
693	Jordan McLaughlin	MIN	MIN vs. UTA	10/21/2022	L	15	5	2	3	66.7	1	2	50.0	0	0	-	0	4	4	4	0	0	1	1	4	14.8
694	Collin Sexton	UTA	UTA @ MIN	10/21/2022	W	19	11	2	6	33.3	0	0	-	7	8	87.5	2	1	3	4	0	0	0	1	-7	20.6
695	Bryn Forbes	MIN	MIN vs. UTA	10/21/2022	L	3	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	1	1	1	-1.0
696	Taurean Prince	MIN	MIN vs. UTA	10/21/2022	L	18	4	2	4	50.0	0	1	0.0	0	0	-	2	4	6	1	0	0	0	3	5	12.7
697	Rudy Gay	UTA	UTA @ MIN	10/21/2022	W	14	2	1	4	25.0	0	2	0.0	0	2	0.0	0	3	3	1	0	1	1	1	-3	9.1
698	Austin Rivers	MIN	MIN vs. UTA	10/21/2022	L	8	0	0	1	0.0	0	0	-	0	0	-	0	1	1	0	0	0	0	0	-5	1.2
699	Kelly Olynyk	UTA	UTA @ MIN	10/21/2022	W	35	21	8	14	57.1	5	6	83.3	0	0	-	1	2	3	3	4	1	4	6	7	40.1
700	Kyle Anderson	MIN	MIN vs. UTA	10/21/2022	L	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	3	0.0
701	Steven Adams	MEM	MEM @ HOU	10/21/2022	W	33	6	3	4	75.0	0	0	-	0	2	0.0	2	7	9	2	0	2	0	5	23	25.8
702	Bruno Fernando	HOU	HOU vs. MEM	10/21/2022	L	12	4	2	3	66.7	0	0	-	0	0	-	2	2	4	2	1	0	1	3	-8	13.8
703	Ja Morant	MEM	MEM @ HOU	10/21/2022	W	31	49	17	26	65.4	5	6	83.3	10	13	76.9	3	1	4	8	1	2	3	2	23	71.8
704	Kevin Porter Jr.	HOU	HOU vs. MEM	10/21/2022	L	35	18	6	16	37.5	4	8	50.0	2	4	50.0	2	3	5	4	0	0	3	4	-12	27.0
705	John Konchar	MEM	MEM @ HOU	10/21/2022	W	30	17	7	11	63.6	3	6	50.0	0	0	-	2	3	5	0	3	1	0	1	13	35.0
706	Xavier Tillman	MEM	MEM @ HOU	10/21/2022	W	7	0	0	2	0.0	0	1	0.0	0	0	-	1	1	2	0	0	0	0	1	-17	2.4
707	Jalen Green	HOU	HOU vs. MEM	10/21/2022	L	35	33	13	21	61.9	4	5	80.0	3	4	75.0	0	5	5	2	1	0	2	1	-12	43.0
708	Kenyon Martin Jr.	HOU	HOU vs. MEM	10/21/2022	L	25	8	3	5	60.0	1	2	50.0	1	2	50.0	1	4	5	3	1	1	3	2	12	21.5
709	Josh Christopher	HOU	HOU vs. MEM	10/21/2022	L	3	0	0	1	0.0	0	1	0.0	0	0	-	0	1	1	0	0	0	0	0	-7	1.2
710	Santi Aldama	MEM	MEM @ HOU	10/21/2022	W	31	8	3	11	27.3	0	3	0.0	2	4	50.0	4	5	9	3	1	3	1	1	22	34.3
711	Eric Gordon	HOU	HOU vs. MEM	10/21/2022	L	36	17	5	12	41.7	2	5	40.0	5	7	71.4	1	3	4	4	0	0	4	2	-6	23.8
712	Alperen Sengun	HOU	HOU vs. MEM	10/21/2022	L	27	23	9	13	69.2	1	2	50.0	4	10	40.0	5	7	12	1	1	2	1	3	13	46.9
713	Jabari Smith Jr.	HOU	HOU vs. MEM	10/21/2022	L	35	10	3	14	21.4	2	8	25.0	2	2	100	1	0	1	1	0	2	0	5	-31	18.7
714	Tyus Jones	MEM	MEM @ HOU	10/21/2022	W	22	11	4	13	30.8	3	7	42.9	0	0	-	0	4	4	4	0	0	0	0	-11	21.8
715	Brandon Clarke	MEM	MEM @ HOU	10/21/2022	W	15	4	1	2	50.0	0	0	-	2	4	50.0	1	3	4	2	0	1	2	2	-16	12.8
716	Garrison Mathews	HOU	HOU vs. MEM	10/21/2022	L	13	3	1	2	50.0	1	2	50.0	0	0	-	0	1	1	0	0	0	0	0	5	4.2
717	Desmond Bane	MEM	MEM @ HOU	10/21/2022	W	33	14	3	16	18.8	3	10	30.0	5	5	100	2	4	6	7	2	0	3	1	2	34.7
718	Tari Eason	HOU	HOU vs. MEM	10/21/2022	L	20	6	2	6	33.3	1	2	50.0	1	1	100	1	6	7	1	0	1	0	1	11	18.9
719	Jake LaRavia	MEM	MEM @ HOU	10/21/2022	W	15	12	4	7	57.1	3	4	75.0	1	1	100	2	3	5	0	0	1	1	3	-4	20.0
720	David Roddy	MEM	MEM @ HOU	10/21/2022	W	23	8	3	6	50.0	2	5	40.0	0	0	-	0	2	2	0	1	0	2	4	0	11.4
721	Mitchell Robinson	NYK	NYK vs. DET	10/21/2022	W	23	8	3	3	100	0	0	-	2	4	50.0	4	1	5	1	0	2	2	2	5	19.5
722	Svi Mykhailiuk	NYK	NYK vs. DET	10/21/2022	W	2	3	1	1	100	1	1	100	0	0	-	0	2	2	0	0	0	0	0	0	5.4
723	Jalen Duren	DET	DET @ NYK	10/21/2022	L	23	8	4	8	50.0	0	1	0.0	0	1	0.0	3	7	10	0	1	0	1	4	-12	22.0
724	Immanuel Quickley	NYK	NYK vs. DET	10/21/2022	W	27	20	8	14	57.1	3	8	37.5	1	1	100	1	6	7	7	0	0	3	2	27	35.9
725	Obi Toppin	NYK	NYK vs. DET	10/21/2022	W	21	16	7	12	58.3	2	5	40.0	0	0	-	1	3	4	3	0	1	0	1	25	28.3
726	Killian Hayes	DET	DET @ NYK	10/21/2022	L	18	1	0	5	0.0	0	3	0.0	1	2	50.0	0	1	1	5	0	0	1	4	-14	8.7
727	Cam Reddish	NYK	NYK vs. DET	10/21/2022	W	19	6	3	8	37.5	0	2	0.0	0	0	-	0	4	4	0	0	0	2	3	12	8.8
728	Kevin Knox II	DET	DET @ NYK	10/21/2022	L	11	2	1	6	16.7	0	3	0.0	0	0	-	1	1	2	0	0	0	0	0	-22	4.4
729	Hamidou Diallo	DET	DET @ NYK	10/21/2022	L	15	4	1	5	20.0	0	0	-	2	7	28.6	0	2	2	0	1	0	0	1	-21	9.4
730	Isaiah Hartenstein	NYK	NYK vs. DET	10/21/2022	W	21	6	2	4	50.0	1	2	50.0	1	2	50.0	4	7	11	0	2	1	1	4	21	27.2
731	Cory Joseph	DET	DET @ NYK	10/21/2022	L	12	0	0	1	0.0	0	0	-	0	0	-	1	1	2	3	0	0	1	1	-26	5.9
732	Derrick Rose	NYK	NYK vs. DET	10/21/2022	W	16	13	4	6	66.7	3	4	75.0	2	2	100	0	3	3	6	0	0	2	2	23	23.6
733	Jalen Brunson	NYK	NYK vs. DET	10/21/2022	W	28	17	6	11	54.5	2	4	50.0	3	5	60.0	0	2	2	6	1	0	0	2	3	31.4
734	Ryan Arcidiacono	NYK	NYK vs. DET	10/21/2022	W	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	1	0	0.0
735	Julius Randle	NYK	NYK vs. DET	10/21/2022	W	25	15	5	12	41.7	2	3	66.7	3	4	75.0	1	5	6	0	0	0	0	2	-1	22.2
736	Rodney McGruder	DET	DET @ NYK	10/21/2022	L	5	3	1	3	33.3	1	3	33.3	0	0	-	0	1	1	0	0	0	0	0	-3	4.2
737	Evan Fournier	NYK	NYK vs. DET	10/21/2022	W	20	8	3	8	37.5	2	5	40.0	0	0	-	0	1	1	2	1	1	1	4	-1	17.2
738	Bojan Bogdanovic	DET	DET @ NYK	10/21/2022	L	26	18	7	9	77.8	1	2	50.0	3	4	75.0	0	4	4	1	0	0	1	0	-6	23.3
739	Jaden Ivey	DET	DET @ NYK	10/21/2022	L	29	17	6	12	50.0	1	4	25.0	4	4	100	1	1	2	9	0	0	4	4	-5	28.9
740	Buddy Boeheim	DET	DET @ NYK	10/21/2022	L	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	2	0.0
741	Trevor Keels	NYK	NYK vs. DET	10/21/2022	W	1	0	0	1	0.0	0	1	0.0	0	0	-	0	1	1	0	0	0	0	0	-2	1.2
742	Cade Cunningham	DET	DET @ NYK	10/21/2022	L	32	15	6	16	37.5	1	6	16.7	2	4	50.0	4	4	8	7	2	0	4	3	0	37.1
743	Jericho Sims	NYK	NYK vs. DET	10/21/2022	W	3	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	0	0	-2	1.2
744	Miles McBride	NYK	NYK vs. DET	10/21/2022	W	3	0	0	0	-	0	0	-	0	2	0.0	0	0	0	0	0	0	0	1	-2	0.0
745	Braxton Key	DET	DET @ NYK	10/21/2022	L	5	4	1	1	100	0	0	-	2	2	100	0	0	0	0	0	0	0	0	-3	4.0
746	Isaiah Stewart	DET	DET @ NYK	10/21/2022	L	30	8	3	9	33.3	1	6	16.7	1	4	25.0	2	8	10	1	1	1	1	3	-7	26.5
747	Saddiq Bey	DET	DET @ NYK	10/21/2022	L	33	26	9	15	60.0	4	8	50.0	4	4	100	1	6	7	0	1	1	2	1	-3	38.4
748	RJ Barrett	NYK	NYK vs. DET	10/21/2022	W	28	18	8	15	53.3	0	3	0.0	2	2	100	0	3	3	4	0	1	1	2	12	29.6
749	Grant Williams	BOS	BOS @ MIA	10/21/2022	W	25	10	4	6	66.7	2	4	50.0	0	0	-	1	6	7	2	0	2	1	1	15	26.4
750	Gabe Vincent	MIA	MIA vs. BOS	10/21/2022	L	24	17	7	13	53.8	3	5	60.0	0	0	-	0	0	0	2	1	0	2	3	-6	21.0
751	Caleb Martin	MIA	MIA vs. BOS	10/21/2022	L	29	4	2	7	28.6	0	1	0.0	0	0	-	3	4	7	0	1	0	0	2	0	15.4
752	Bam Adebayo	MIA	MIA vs. BOS	10/21/2022	L	35	19	8	11	72.7	0	0	-	3	4	75.0	3	5	8	5	2	0	5	4	20	37.1
753	Jaylen Brown	BOS	BOS @ MIA	10/21/2022	W	34	28	12	18	66.7	2	3	66.7	2	2	100	1	3	4	3	2	2	3	5	-4	46.3
754	Noah Vonleh	BOS	BOS @ MIA	10/21/2022	W	15	4	2	2	100	0	0	-	0	0	-	3	2	5	0	0	2	2	4	10	14.0
755	Jimmy Butler	MIA	MIA vs. BOS	10/21/2022	L	40	18	9	17	52.9	0	1	0.0	0	0	-	3	4	7	5	1	0	0	0	7	36.9
756	Al Horford	BOS	BOS @ MIA	10/21/2022	W	34	9	3	5	60.0	3	5	60.0	0	0	-	1	4	5	1	0	0	3	2	-3	13.5
757	Dewayne Dedmon	MIA	MIA vs. BOS	10/21/2022	L	9	2	1	3	33.3	0	1	0.0	0	0	-	0	0	0	0	0	0	0	2	-18	2.0
758	Marcus Smart	BOS	BOS @ MIA	10/21/2022	W	33	8	4	9	44.4	0	4	0.0	0	0	-	1	4	5	3	0	0	5	2	-2	13.5
